text
ETABLERING AF JORD TIL NY INSTALLATION.
ETABLERING AF JORDFORBINDELSE TIL STIK.
ETABLERING AF JORDSPYD TIL STIKKONTAKT.
ETABLERING AF LAMPESTEDER OG AFBRYDERE.
ETABLERING AF MÅLERSKAB SAMT KABELSKAB.
ETABLERING AF NY INSTALLATION I KØKKEN.
ETABLERING AF NY INSTALLATION PÅ 1. SAL.
ETABLERING AF NY INSTALLATION TIL SPOT.
ETABLERING AF NY PDS UDTAG TIL PRINTER.
ETABLERING AF NY STIKKONTAKT TIL ELBIL.
ETABLERING AF NY TILGANG TIL BEDLAMPER.
ETABLERING AF NYT KRAFT UDTAG TIL OVNE.
ETABLERING AF RØR TIL ANTENNE SAMT EDB.
ETABLERING AF STIKKONTAKT TIL KØLESKAB.
ETABLERING AF STIKKONTAKT TIL MIKROOVN.
ETABLERING AF STIKKONTAKT UNDER TRAPPE.
ETABLERING AF STIKKONTAKTER I BÅLHYTTE.
ETABLERING AF TILGANGE TIL BALASTBOKSE.
ETABLERING AF URSTYRING TIL KOMPRESSOR.
ETABLERING SF INSTALLATION TIL MARKISE.
FASTGJORT PÅ SIDEN AF FØRRINGSVEJ IFLG.
FASTGØRELSE AF KABEL TIL ROUTER I LOFT.
FASTGØRELSE AF KABELKANAL TIL HØJTALER.
FASTGØRING AF HYDRALIK STYRING I HAL 4.
FATNING UDSKIFTET OG LAMPE GENMONTERET.
FEJL FUNDET I LAMPE VED SVEJSEAFDELING.
FEJL FUNDET PÅ GRUPPE TIL KOMPRESSOR 2.
FEJL FUNDET VED DEFEKT LEDNING I LAMPE.
FEJL FUNDET VED DEFEKT SIKRING I TAVLE.
FEJL FUNDET VED DEFEKT STIK I RACKSKAB.
FEJL FUNDET VED LEDNING I KLEMME I DØR.
FEJL FUNDET VED LØS FORBINDELSE I STIK.
FEJL FUNDET VED LØSE LEDNINGER I TAVLE.
FEJL FUNDET VED MANGLENDE PROGRAM I UR.
FEJL FUNDET VED SMELTET SIKRINGSGRUPPE.
FEJL FUNDET VED UR SOM SKAL INDSTILLES.
FEJL KONSTATERET I KABEL DER ER SKADET.
FEJL RETTET OG INSTALLATIONEN AFPRØVET.
FEJLFINDING FREKVENSOMFORMER TIL FIBER.
FEJLFINDING PÅ AFTAGERBÅND VED KLIPPER.
FEJLFINDING PÅ BRANDDØRE IND TIL SALEN.
FEJLFINDING PÅ FLOW MÅLER PÅ BLANDER 2.
FEJLFINDING PÅ FRYSERUM 37 VED SLAGTER.
FEJLFINDING PÅ GANGLYS I FÆLLES OMRÅDE.
FEJLFINDING PÅ GULVVARME I BADEVÆRELSE.
FEJLFINDING PÅ HPFI DER IKKE VIL TÆNDE.
FEJLFINDING PÅ HÆVE/SÆNKEBORD I KØKKEN.
FEJLFINDING PÅ HÆVESÆNKE BORD I KØKKEN.
FEJLFINDING PÅ INSTALATION. FEJL FUNDET.
FEJLFINDING PÅ INSTALLATION I VASKEHAL.
FEJLFINDING PÅ INSTALLATION PÅ KRAN 43.
FEJLFINDING PÅ INSTALLATION TIL BLÆSER.
FEJLFINDING PÅ INSTALLATION TIL GARAGE.
FEJLFINDING PÅ INSTALLATION TIL GASFYR.
FEJLFINDING PÅ INSTALLATION TIL HUSBÅD.
FEJLFINDING PÅ INSTALLATION TIL KOMFUR.
FEJLFINDING PÅ INSTALLATION TIL KØKKEN.
FEJLFINDING PÅ INSTALLATION TIL LAMPER.
FEJLFINDING PÅ LYS TIL PERSONALETOILET.
FEJLFINDING PÅ LYS VED DEN HVIDE KIRKE.
FEJLFINDING PÅ LYSMASTER VED SPILLEHAL.
FEJLFINDING PÅ OPVASKEMASKINE I KØKKEN.
FEJLFINDING PÅ PLC VANDTRYK/SERVICEBOX.
FEJLFINDING PÅ SENSOR TIL UDVENDIG LYS.
FEJLFINDING PÅ SOFTSTARTER TIL BLANDER.
FEJLFINDING PÅ STIKKONTAKT I KÆLDERRUM.
FEJLFINDING PÅ STYRING AF GENBRUGSVAND.
FEJLFINDING PÅ STYRING TIL CEMENTSNEGL.
FEJLFINDING PÅ UDSUGNINGSMOTOR I HAL 5.
FEJLFINDING PÅ UDVENDIG LYS PÅ FACADEN.
FEJLFINDING PÅ UDVENDIG LYS VED KIRKEN.
FEJLFINDING PÅ VARME I DEN HVIDE KIRKE.
FEJLFINDING PÅ VARMEPUMPE INSTALLATION.
FEJLFINDING PÅ VARMESYSTEM I SPILLEHAL.
FEJLFINDING PÅ VENTILATION I LEJLIGHED.
FEJLFINDING SAMT RENSNING AF SNEGLMOTER
FEJLKODE CH09 VENTILATORMOTOR EFTERSET.
FEJLSTRØMSAFBRYDER SKIFTET SAMT TESTET.
FEJLSØGNING PÅ LEDNINGER TIL VÆGLAMPER.
FEJLSØGNING PÅ UDVENDIG PARK BELYSNING.
FEJLSØGNING PÅ VARMEPUMPE. VARMER IKKE.
FEJLSØGT PÅ OVN. INSTALLATION AFPRØVET.
FILTER PLACERET KORREKT OG SPÆNDT FAST.
FJERNE KABEL OG KANAL PÅ VÆG VED SKABE.
FLYTNING AF EL-INSTALLATIONER I KØKKEN.
FLYTNING AF KABEL I TAVLE TIL GÅRDHAVE.
FLYTNING AF LAMPEUDTAG OVER SPISE BORD.
FLYTNING AF STIKKONTAKT VED FORSTÆRKER.
FLYTTE ALARMKABLER FOR VENTILATIONSRØR.
FLYTTE ANTENNE UD TIL UR PÅ DOMMERTÅRN.
FLYTTE TELEFON TIL NY PLACERING PÅ VÆG.
FLYTTET LEDNING TIL RESERVE KONTAKTSÆT.
FORLÆNGE KABEL TIL INVERTER PÅ TAG IHT.
FORLÆNGELSE AF KABEL TIL STIKKONTAKTER.
FORLÆNGELSE AF KABLER FRA GAMMEL TAVLE.
FORLÆNGELSE AF KABLER TIL KANAL PÅ VÆG.
FORSYNING TIL STRØMSKINNE KONTROLLERET.
FRAKOBLET DEFEKT GITTER VED UPS BOKSEN.
FRAKOBLET LEDNING BAG AFBRYDER VED DØR.
FRAKOBLING AF STIKKONTAKT PÅ POSTKASSE.
FRITURE SKAL IKKE LAVES I FØLGE AFTALE.
FUNDET 2 STK RØR. DER VAR BYTTET RUNDT.
FUNDET FEJL PÅ VARMELEGME I PØLSEKOGER.
FUNDET FEJL PÅ VARMESTYRING I BRYGGERS.
FUNDET FEJL VED UDSUGNING TIL OPVASKER.
FUNKTIONSTEST AF NØD OG PANIKBELYSNING.
GENMONTERING AF DØRLÅS PÅ VASKEMASKINE.
GENMONTERING AF PUMPE EFTER REPARATION.
GENMONTERING AF STIKLEDNING I GL TAVLE.
GENNEMGANG AF INSTALLATION I HESTSTALD.
GENNEMGANG AF INSTALLATIONER HOS MANGO.
GENNEMGANG AF KRAFINSTALLATION PÅ LOFT.
GENNEMGANG AF UDLEJNING AF MOSTEN 2014.
GENNEMGANG OG BESTILLING AF MATERIALER.
GENNEMGANGSTEST UDFØRT PÅ INSTALLATION.
HASTIHEDSREGULATOR MONTERET PÅ EMHÆTTE.
HERNING ROCKER 2009 VED HERNING FREMAD.
HERNING ROCKER 2010 VED HERNING FREMAD.
HERNING ROCKER 2011 VED HERNING FREMAD.
I FØLGE AFTALE KREDIT PÅ FAKTURA 816023
INDMURINGSDÅSER MONTERET I BADEVÆRELSE.
INGEN FEJL OPSTÅET UNDER PROGRAMKØRSEL.
INGEN SPÆNDING PÅ L2 OG L3 VED ANKOMST.
INSTALLATION AF COMBO UDTAG TIL EL BIL.
INSTALLATION AF TV OVERVÅGNING I BUTIK.
INSTALLATION FOR NYE LAMPER PÅ KLUBHUS.
INSTALLATION GENNEMMÅLT OG EFTERSPÆNDT.
INSTALLATION LAVET TIL 24 SPOTS I STUE.
INSTALLATION MÅLT. FUNDET FEJL VED UDV.
INSTALLATION OG STIKKONTAKTER AFPRØVET.
INSTALLATION TIL FJERNVARME I P KÆLDER.
INSTALLATION TIL NYT 32A STIK AFPRØVET.
INSTALLATION TIL TEKNIK FÆRDIGMONTERET.
INSTALLATION TIL VANDVARMER GENNEMMÅLT.
INSTALLATION TIL VASKEMASKINE MONTERET.
INSTALLATION. SPOTS OG LAMPER AFPRØVET.
INSTRUERET KARSTEN I BRUG AF ANLÆGGET.
JUSTERING AF 3 STK HØJTTALER PÅ MASTER.
JUSTERING AF LOFT PENDLER I RESTAURANT.
JUSTERING AF SENSOR FOR LYS VED KONTOR.
JUSTERING AF TIMNING FOR NÅL OG GRIBER.
JÆGERPARKEN. DALGAS ALLÉ 117. LEJL. 558.
JÆGERPARKEN. DALGAS ALLÉ 117. LEJL. 559.
JÆGERPARKEN. DALGAS ALLÉ 119. LEJL. 569.
JÆGERPARKEN. DALGASALLÉ 113. LEJL. :539.
JÆGERPARKEN. DALGASALLÉ 115. LEJL. :543.
JÆGERPARKEN. DALGASALLÉ 127. LEJL. :607.
JÆGERPARKEN. DALGASALLÉ 133. LEJL. :628.
JÆGERPARKEN. LAGER. AFHENTNING AF PÆRER.
KABEL INSTALLATION LAVET TIL AFBRYDERE.
KABEL TIL UDSUGNING TRUKKET GENNEM RØR.
KABEL TRUKKET GENNEM RØR TIL KABELSKAB.
KABEL TRUKKET TIL KRAFT PÅ BADEVÆRELSE.
KABELINSTALLATION ETABLERET TIL LAMPER.
KABLER SAMLET MED MUFFER I LAMPESTEDER.
KABLER SAMT INDUKTIVE FØLERE UDSKIFTET.
KABLER TRUKKET FRA SOFTICE MASKINE M. M.
KALIBRERING AF STRØMMÅLER I CONTROLLER.
KNAP TIL RESET PÅ MOTORVÆRN LIMET FAST.
KOBBERRØR. KANALER OG STATIV GENBRUGES.
KONTROL AF FLOWKONTAKT OG SNAVSESAMLER.
KONTROL AF MELDEMOTOR PÅ TOP AF SILOER.
KONTROLLERET AT SPJÆLDMOTORER KAN KØRE.
KRAFTGRUPPE SAMT DEFEKT HPFI UDSKIFTET.
KRAFTINSTALLATION FÆRDIGGJORT I KØKKEN.
KRAFTINSTALLATION I KØKKEN FÆRDIGGJORT.
KRAFTSTIK TIL SPÅNSUGER I SKUR FLYTTET.
KRONEAFBRYDER OG STIKKONTAKT UDSKIFTET.
KVALITETSMÅLINGER UDFØRT PÅ NY TILGANG
KØLESKAB RYKKET UD TIL FORKANT AF SKAB.
LAGER - AFHENTNING AF LAMPER TIL LAGER.
LAMPE ADSKILT OG LEDNINGER SAMLET IGEN.
LAMPE MONTERET I TEKNIKRUM OG AFPRØVET.
LAMPE OG SPEJL MONTERET PÅ BADEVÆRELSE.
LAMPE OVER DØR MONTERET PÅ BADEVÆRELSE.
LAMPE OVER DØR PÅ BADEVÆRELSE MONTERET.
LAMPE UDSKIFTET I FROSTRUM OG AFPRØVET.
LAMPE UNDER HYLDE MONTERET OG AFPRØVET.
LAMPER FRAKOBLET OG NYE SPOLER BESTILT.
LAMPER MED INDBYGGET BEVÆGELSES SENSOR.
LAMPER OG SENSOR FRAKOBLET FOR KONTROL.
LAMPER. STIKKONTAKT OG SENSOR AFPRØVET.
LAMPESTED OVER DØR SAMT LAMPE MONTERET.
LAMPESTED PÅ BADEVÆRELSE MÅLT FOR FEJL.
LAMPESTEDER FORLÆNGET PÅ LOFT I KØKKEN.
LAVE NY TÆNDING TIL LYS I NYT DEPOTRUM.
LED SPOT UDSKIFTET BAG DEN HVIDE KIRKE.
LEDNING KORTET OP I DEN FEJLRAMT LAMPE.
LEDNING KORTSLUTTET VED FORLÆNGERLEDET.
LEDNINGER FLYTTET OVER PÅ ANDRE SNEGLE.
LEDNINGER OG INDMURINGSDÅSE BANKET FRI.
LEJE CONTAINER OG PLADS TIL MØBLER M. M.
LEVERING AF 1 STK LK 16A SIKRINGS 3P+N.
LEVERING AF 4 STK VENTILATOR TIL LAGER.
LEVERING AF ARMATUR TIL GAVL PÅ KONTOR.
LEVERING AF EDB SWITS SAMT PATCHKABLER.
LEVERING AF EKSTRA EX SPOLER TIL LAGER.
LEVERING AF EKSTRA TRYK TIL LYSSTYRING.
LEVERING AF FØRINGSKANAL TIL LEDNINGER.
LEVERING AF NYT LYS TIL JULEUDSMYKNING.
LEVERING AF SPLITTER TIL TELEFONSYSTEM.
LEVERING AF TRANSPORTKASSE MED SKUFFER.
LEVERING AF TRÅDLØS TELEFONLEVERING UB.
LEVERING AF YDERLIGERE EN EKSTRA LAMPE.
LEVERING SAMT AFHENTNING AF LYSEKRONER.
LEVERING SAMT MONTERING AF LYS I BUTIK.
LEVERING SAMT MONTERING AF NY INVERTER.
LEVERING SAMT MONTERING AF NY OPVASKER.
LEVERING SAMT MONTERING AF NY OVN IFLG.
LEVERING SAMT MONTERING AF OVN I HUS D.
LEVERING SAMT MONTERING AF SPOT I LOFT.
LEVERING SAMT MONTERING AF VAKEMASKINE.
LEVERING SAMT UDSKIFTNING AF KOGEPLADE.
LOKALISERING AF INDMURINGSDÅSER I STUE.
LOKALISERING AF UDGANGE PÅ PLC STYRING.
LYS UNDER SKABE SAMT AFBRYDER MONTERET.
LYS UNDER SKABE TILSLUTTET I SAMLEDÅSE.
LYSDÆMPERE IKKE BEREGNET TIL LED PÆRER.
LØSNE EKSISTERENDE KONTAKTER FOR MALER.
LØSNET LEDNING TIL TELEFON PÅ FODLISTE.
LÅG SKIFTET PÅ 2 LAMPESTEDER I FORGANG.
MASKINE SAMLET OG AFPRØVET MED SY TEST.
MASKINEN SAMLET OG AFPRØVET MED SYTEST.
MC D I TILST. EUROPAPLADS SAMT SYDHAVN.
MISTANKE OM AT AFGANGSRØRET ER STOPPET.
MONTERET FORFRADÅSE I VÆG VED HÅNDVASK.
MONTERET NY KORRESPONDANCE I SPISESTUE.
MONTERET UNDERLAG TIL AFBRYDER VED DØR.
MONTERING AF 1 STK DÆKSEL PÅ LAMPESTED.
MONTERING AF 15 STK UD OG PANIK LAMPER.
MONTERING AF 2 STK SIKKERHEDSAFBRYDERE.
MONTERING AF 32A CEE STIKKONTAKTER UDV.
MONTERING AF AFBRYDER OG STIKKONTAKTER.
MONTERING AF AFRIMNINGSBAKKE PÅ UDEDEL.
MONTERING AF AFSTANDSRING I LOFTDÅSE. 3.
MONTERING AF AFSTANDSRING I LOFTDÅSE. 5.
MONTERING AF ALARM TIL UDSUGNINGSANLÆG.
MONTERING AF ARMATUR UNDER KØKKENSKABE.
MONTERING AF BLÆNDDÆKSEL PÅ DÅSE I VÆG.
MONTERING AF BRÆDDER PÅ KAJ TIL HUSBÅD.
MONTERING AF CEE STIK TIL NYT LYDANLÆG.
MONTERING AF DYKPUMPE EFTER REPARATION.
MONTERING AF EKSTRA KOMBI RELÆ I TAVLE.
MONTERING AF FODKONTAKTER PÅ RULLEPORT.
MONTERING AF GITTERBAKKE OG SAMLEDÅSER.
MONTERING AF HPFI RELÆ I TAVLE TIL LYS.
MONTERING AF INSTALLATION FOR STOKEFYR.
MONTERING AF INSTALLATIONER PÅ VÆRELSE.
MONTERING AF JORD UDLIGNING PÅ MONITOR.
MONTERING AF KABELKANAL VED KARUSELLER.
MONTERING AF KABELKANAL VED SPRINGVAND.
MONTERING AF KRAFTSTIKKONTAKT VED PORT.
MONTERING AF LAMPER I UDSUGNINGSHÆTTER.
MONTERING AF LAVVOLTSPOT I BRUSEKABINE.
MONTERING AF LEDNINGER I MÅLER KLEMMER.
MONTERING AF MANGLENDE SKRUER TIL LØÅG.
MONTERING AF NEONRØR I SKILT EFTER REP.
MONTERING AF NY KRAFT VÆGUDTAG TIL OVN.
MONTERING AF NY STYRING TIL HURTIGLIFT.
MONTERING AF NYE DÆKSLER PÅ LAMPEUDTAG.
MONTERING AF NYE KONTAKTER OG RØGALARM.
MONTERING AF NYT BADEVÆRELSE PÅ 1. SAL.
MONTERING AF NØGLE AFBRYDER TIL GITTER.
MONTERING AF NØGLEAFBRYDER PÅ DØRBOKSE.
MONTERING AF PVC RØR I LOFT TIL LAMPER.
MONTERING AF RAMME OG OPSTART AF ANLÆG.
MONTERING AF RAMMER I GRILL EFTER REP.
MONTERING AF SIKRINGSGRUPPER FOR UDTAG.
MONTERING AF SKYLDEVENTIL FOR DAMP FYR.
MONTERING AF SPOT I UDHÆNG VED FACADEN.
MONTERING AF TERMORELÆ PÅ SAV SAMT REP.
MONTERING AF TRAFOR PÅ SAUNA I BADELAND
MONTERING AF TRANSFORMER TIL DØRKLOKKE.
MONTERING AF TRÅDLØS TRYK PÅ LYS I HAL.
MONTERING AF UDEFØLER TIL VARMESYSTEM.
MONTERING AF UDLØBSROSET I BADEVÆRELSE.
MONTERING AF UDVENDIG LAMPER PÅ GARAGE.
MONTERING AF UR TIL RINGKLOKKE I TAVLE.
MONTERING AF VAND PÅ HUSBÅD I GLYNGØRE.
MONTERING AF VASKEMASKINE I NY BAGGANG.
MONTERING AF VENTILATOR PÅ BADEVÆRELSE.
MONTERING OG TILSLUTNING AF PIR-SENSOR.
MONTERING OG TILSLUTNING AF VENTILATOR.
MOTOR KØRER LANGSOMT OG SUGER IKKE NOK.
MÅLER 30-40 MEGA OHM PÅ EN AF RAMMERNE.
MÅLT AT STYRING TIL GASFYRET ER DEFEKT.
MÅLT FEJL I LAMPE/SENSOR PÅ TAGTERESSE.
MÅLT MANGLENDE FASE TIL SIKRINGSGRUPPE.
NEDHÆNGT FORLÆNGERKABEL LAVET VED LIFT.
NEDTAGNING AF JULETRÆ PÅ RÅDHUSPLADSEN.
NEDTAGNING AF LYSKÆDER EFTER FIRMAFEST.
NY AFBRYDER MONTERET OVER LOFTLEM IFLG.
NY BESTILT. MONTERING AF NYT VARMELEGME.
NY INSTALLATION OG VANDVARMER AFPRØVET.
NY INSTALLATION OG VARMETÆPPE AFPRØVET.
NY MÅLERTAVLE OG SIKRINGSTAVLE BESTILT.
NY OPVASKEMASKINE MONTERET OG AFPRØVET.
NY SIKRINGSAFBRYDER MONTERET I ELTAVLE.
NY SIKRINGSGRUPPE MONTERET OG AFPRØVET.
NY STIKKONTAKT FOR PUMPE TIL GULVVARME.
NY VASKEMASKINE TILSLUTTET OG AFPRØVET.
NYE KABLER TRUKKET TIL 2 STIKKONTAKTER.
NYE MÅLINGER UDFØRT MED <9999 MEGA OHM.
NYE ONE TOUCH KOBLINGER. PGA UTÆTHEDER.
NYE TILGANGE TRUKKET TIL STIKKONTAKTER.
NYT LAMPESTED ETABLERET MIDT I VÆRELSE.
NØDLØSNING LAVET TIL NY FØLER ANKOMMER.
OMKOBLING AF UD LAMPE TIL KONSTANT LYS.
OPDELING AF STRØMMÅLING VED INTERSPORT.
OPHÆNGNING OG MONTERING AF VARESIKRING.
OPMÆRKNING AF NØDSTOP / NØDSTOP KABLER.
OPMÆRKNING AF TAVLE SAMT STIK I KØKKEN.
OPMÅLT TIL STIKLEDNING OG FØRRINGSVEJE.
OPRYDNING AF TELEFON LEDNINGER PÅ LOFT.
OPSTART SAMT TILKALD UNDER ARRANGEMENT.
OPSÆTNING AF 2 STK 60X60 LED ARMATURER.
OPSÆTNING AF 63A CEE STIK VED NY TAVLE.
OPSÆTNING AF ARMATURE I TØMMERVÆRKSTED.
OPSÆTNING AF KABELKANAL TIL NYE KABLER.
OPSÆTNING AF LAMPER I STUE SAMT KØKKEN.
OPSÆTNING AF LYS SKINNE OVER SPISSEBOR.
OPSÆTNING AF LYSKÆDER SAMT DEMONTERING.
OPSÆTNING AF PARLAMPER TIL ARRANGEMENT.
OPSÆTNING AF SENSOR I GÅRDHAVE I HUS G.
OPSÆTNING FAKTUREREDE PÅ FAKTURA 819290
OPSÆTNING SAMT MONTERING AF VARMEPUMPE.
OPSÆTNING SAMT NEDTAGNING AF LYSMASTER.
OPSÆTNING SAMT PRINT AF GÆSTEKORT. PER.
OPSÆTNING SAMT PRINT AF KORT TIL BORDE.
OPTÆLLING AF BATTERIER OG DEFKTELAMPER.
OPVASKEMASKINE FÅR HPFI TIL AT SLÅ FRA.
PLANFORSÆNKNING AF AFBRYDER TIL TOILET.
PRINT AF HERRESPILLERKORT OG SÆSONKORT.
PUMPE ADSKILT OG TØMT FOR FREMMEDLEGME.
QMID=119584: SERVICE PÅ PANIKBELYSNING.
RAMMER OG AFBRYDERE UDSKIFTET I KÆLDER.
REKV. 4523 GENNEMGANG AF ELINSTALLATION.
REKV. 5691 JÆGERPARKEN. DALGAS ALLÉ 113.
RELÆ SLÅR FRA EFTER VASKNING AF DRIVHUS
RENGØRING OG REPARTION AF LEJET UDSTYR.
RENSNING AF PUMPE FOR FUNKTIONSKONTROL.
REP LAMPER SAMT ETABLERING AF NY STIKK.
REPARATION AF FRONIUS IG PLUS INVERTER.
REPARATION AF LAMPE PÅ HANDICAP TOILET.
REPARATION AF LEJET UDSTYR PÅ VÆRKSTED.
REPARATION AF STIKLEDNING TIL RESENVEJ.
REPERATION AF DEFEKT RETURNERET UDSTYR.
REPERATION AF ELSTANDER VED PAPPRESSER.
REPERATION AF MUSIK ANLÆG TIL VÆRKSTED.
RETTET FATNING I LAMPE OVER KØKKENVASK.
ROSKILDE SYGEHUS. AFPRØVNING AF MASKINE.
ROUTER GENSTARTET OG INTERNET AFPRØVET.
SAMLEBRØND TIL KABELSAMLING GRAVET NED.
SAMLEMUFFER UDSKIFTET OG STIK AFPRØVET.
SAMLET KABLER I MASTER TIL HØJTTALLERE.
SAMLING AF NYE LED LOFT RAMMER/PANELER.
SAMLING AF STIKKONTAKTER SAMT AFBRYDER.
SAMT MONTERING AF 1 ARMATUR VED BAGDØR.
SAMT MONTERING AF PRØVE LAMPE I SILO 2.
SANDBYVEJ 28 7800 SKIVE. REP AF EMHÆTTE.
SIKRING SKIFTET OG INSTALLATION SAMLET.
SIKRING UDSKIFTET OG MASKINER AFPRØVET.
SIKRINGSGRUPPE EFTETSPÆNDT OG AFPRØVET.
SKADET KABEL AFKLIPPET OG SAMLET PÅ NY.
SKIFTE LEDNINGER I RØR TIL BADEVÆRELSE.
SKRABT KABEL REPARERET MED LYNLÅSMUFFE.
SLUTAFREGNING FOR BEACHPARTY SAMT CAMP.
SMELTET STIKKONTAKT UDSKIFTET I KØKKEN.
SOFTWARE OPDATERET SAMT CENTRAL TESTET.
SOM KUNDEN SELV HAR TRUKKET KABLER TIL.
SPOT AFPRØVET. FEJLFINDING PÅ KOGEPLADE.
SPOTS MONTERET I BADEVÆRELSE OG WALKIN.
SPOTS SKIFTET PÅ BEGGE SIDDER AF HUSET.
SPÆNDING OG JORDFORBINDELSE ER I ORDEN.
SPÆNDINGSLOKALISERING AF KABLER I JORD.
STIK TIL PORT ADSKILT OG SPÆNDING MÅLT.
STIKKONTAKT I KØKKEN FUGTIG INDVENDIGT.
STIKKONTAKT MONTERET I VÆG VED KØLERUM.
STIKKONTAKT PÅ HJØRNET I STUE MONTERET.
STIKKONTAKTER OG AFBRYDERE FÆRDIGGJORT.
STIKKONTAKTER OG CEE UDTAG VED INDGANG.
STIKLEDNING REPARERET EFTER GRAVESKADE.
STIKPROPPER MONTERET PÅ BRILLESTANDERE.
STOFLEDNINGER SKIFTET TIL PVL I KÆLDER.
STYREPRINT SKAL ÆNDRES VIA PLC PROGRAM.
STYRES FRA TEKNIKRUM I KÆLDER (ERHVERV)
STYRING OG MOTOR ADSKILT OG GENNEMMÅLT.
STYRING TIL VARME GENETABLERET I HAL 2.
SØNDERGADE 6 VED ELEVATOR SKAKT (STED).
SØNDERGADE. SKIVE. ACONTO FOR ELARBEJDE.
TANGENTER OG RAMMER UDSKIFTET I KØKKEN.
TAVLE SAMLET OG INSTALATIONEN AFPRØVET.
TEKSTEN ER PÅ TILBUDDETMONTØR :1. 5 TIME
TH - 3 TIMERTH HAR FORLÆNGET DE EKSIST.
TILBAGE LEVERING AF KØREPLADER OG LIFT.
TILGANG FLYTTET TIL ENKELT STIKKONTAKT.
TILGANG TIL AFBRYDER SKÅRET OVER I VÆG.
TILGANGE FOR STIKKE OG LYS SAMT KØKKEN.
TILRETNING AF LEDNINGER VED VANDVENTIL.
TILRETTE TELEINSTALLATION TIL SYSTEMET.
TILSLUTNING AF BOREMASKINE MIDLERTIDIG.
TILSLUTNING AF FJERNSYN I NYT CYKELRUM.
TILSLUTNING AF FORSYNING FOR STYREBOKS.
TILSLUTNING AF INDUSTRI-OPVASKEMASKINE.
TILSLUTNING AF KABEL EFTER NEDGRAVNING.
TILSLUTNING AF LYS OVERSKABE / EMHÆTTE.
TILSLUTNING AF MARKISER SAMT VINDMÅLER.
TILSLUTNING AF NY TAVLE TIL FREDAGSBAR.
TILSLUTNING AF VARMEBLÆSER PÅ VÆRKSTED.
TILSLUTNING AT TIDSSTYRET PENGE SKUFFE.
TILSLUTTET EMHÆTTE. KOMFUR OG OPVASKER.
TOTAL GARANTI. ***ARBEJDSTIDEN UDGØR KR.
TRANSIENT BESKYTTELSE MONTERET I TAVLE.
TRANSPORT OG AFLÆSNING VED PARK OG VEJ.
TRUKKET KABEL TIL BRØND VED HEGNS PORT.
TRUKKET KABEL TIL SPOTS PÅ BADEVÆRELSE.
TRUKKET KABLEL TIL VENTILATOR OG LAMPE.
TRÆKKE NYT KABEL TIL KRAFTINSTALLATION.
TRÆKNING AF KABEL TIL MIDLERTIDIG SKUR.
TRÆKNING AF NETVÆRKSKABLER TIL ELTAVLE.
TRÆKNING AF NY LEDNING TIL PORTTELEFON.
TÆNDLEDNING FLYTTET TIL KORREKT KLEMME.
TØMME MØNTBOKS FOR FASTSIDDENDE MØNTER.
TØMNING AF KØLEMIDDEL PÅ GAMMEL MASKINE
UDBORING SAMT MONTERING AF 4 STK SPOTS.
UDFRÆSNING OG MONTERING AF DÅSER I VÆG.
UDKALD SØNDAG. FEJLFINDING PÅ PØLSEVOGN.
UDKOBLING AF KONTAKTUR TIL LYS I BUTIK.
UDLIGNINGS FORBINDELSER I BADEVÆRELSER.
UDLUFTNINGSRØR I VÆG ER MONTERET SKÆVT.
UDSKIFTE KABEL MELLEM LAMPER PÅ FACADE.
UDSKIFTET BEVÆGELSESSENSOR OG AFPRØVET.
UDSKIFTET LAMPE VED FORDØR OG AFPRØVET.
UDSKIFTET SPRUNGET SIKRING I KABELSKAB.
UDSKIFTNIG AF DEFEKT UR TIL LYS PÅ TRÆ.
UDSKIFTNING AF 1 STK LAMPE I HESTEBOKS.
UDSKIFTNING AF 2 STK AFBRYDERE VED DØR.
UDSKIFTNING AF 2 STK DEFEKTE KONTAKTER.
UDSKIFTNING AF 2 STK DEFEKTE SIKRINGER.
UDSKIFTNING AF 30L VANDVARMER I GARAGE.
UDSKIFTNING AF AFBRYDER I KAFFEMASKINE.
UDSKIFTNING AF BATTERI I UPS PÅ KONTOR.
UDSKIFTNING AF BUNDFØLER FOR BLANDER 2.
UDSKIFTNING AF DEFEKT ARMATUR I KØKKEN.
UDSKIFTNING AF DEFEKT BEVÆGELSESSENSOR.
UDSKIFTNING AF DEFEKT DRIVER I PANELER.
UDSKIFTNING AF DEFEKT LAMPE PÅ GARANTI.
UDSKIFTNING AF DEFEKT RCD RELÆ I TAVLE.
UDSKIFTNING AF DEFEKT RØR I NØDUDGANGE.
UDSKIFTNING AF DEFEKT SVAGSTRØM TRYK V.
UDSKIFTNING AF DEFEKTE SPOLER I LAMPER.
UDSKIFTNING AF EKSISTERENDE VARMEPUMPE.
UDSKIFTNING AF ELTAVLE SAMT MÅLERTAVLE.
UDSKIFTNING AF FILTER SAMT ÅBNE SPJÆLD.
UDSKIFTNING AF GAMMEL AFBRYDER TIL NYT.
UDSKIFTNING AF GLASPLADE PÅ KOGEPLADER.
UDSKIFTNING AF GRUNDARMATUR I BUTIKKEN.
UDSKIFTNING AF GUMMIKABEL TIL LOFTSPOT.
UDSKIFTNING AF INDBYGNINGSOVN I KØKKEN.
UDSKIFTNING AF KAMERA OVER UDLØBSTRAGT.
UDSKIFTNING AF KLISON RELÆ PÅ KØLESKAB.
UDSKIFTNING AF KONTAKT PÅ PUSSER HAL 4.
